Player,Min,90s,Age,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_per90,Ast_per90,G+A_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Nation,Pos,Comp,Squad,Cluster_KMeans,DBSCAN_Label
Fer López,671.0,7.5,20.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.7,2.7,1.8999999999999997,4.6,27.0,43.0,58.0,0.27,0.0,0.27,0.37,0.25,0.62,0.37,0.62,ESP,"FW,MF",La Liga,Celta Vigo,1,0
Ferdi Kadioglu,385.0,4.3,24.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,1.0,15.0,27.0,0.22999999999999998,0.0,0.22999999999999998,0.1,0.04,0.14,0.1,0.14,TUR,"DF,MF",Premier League,Brighton,2,0
Ferland Mendy,1005.0,11.2,29.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,12.0,36.0,40.0,0.0,0.09,0.09,0.0,0.05,0.05,0.0,0.05,FRA,DF,La Liga,Real Madrid,3,0
Fermin López,1252.0,13.899999999999999,21.0,6.0,5.0,11.0,6.0,0.0,0.0,4.0,1.0,5.6,5.6,3.9000000000000004,9.5,31.0,79.0,108.0,0.43,0.36,0.79,0.41,0.28,0.69,0.41,0.69,ESP,"MF,FW",La Liga,Barcelona,1,0
Fernando Calero,715.0,7.9,28.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,0.0,17.0,2.0,0.13,0.0,0.13,0.03,0.01,0.04,0.03,0.04,ESP,"DF,MF",La Liga,Espanyol,2,0
Ferrán Ruiz,18.0,0.2,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP,MF,La Liga,Girona,2,0
Ferrán Torres,1106.0,12.3,24.0,10.0,6.0,16.0,10.0,0.0,0.0,1.0,1.0,8.0,8.0,3.1,11.0,23.0,35.0,98.0,0.81,0.48999999999999994,1.3,0.65,0.25,0.9,0.65,0.9,ESP,"FW,MF",La Liga,Barcelona,1,-1
Fikayo Tomori,1593.0,17.7,26.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.1,0.1,0.7,0.8,8.0,63.0,3.0,0.0,0.06,0.06,0.0,0.04,0.05,0.0,0.05,ENG,DF,Serie A,Milan,3,0
Filip Jørgensen,540.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,GK,Premier League,Chelsea,2,0
Filip Marchwiński,15.0,0.2,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POL,MF,Serie A,Lecce,2,0
Filip Stankovic,1367.0,15.2,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SRB,GK,Serie A,Venezia,2,0
Filippo Melegoni,89.0,1.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,2.0,0.0,1.01,1.01,0.04,0.51,0.55,0.04,0.55,ITA,"MF,FW",Serie A,Genoa,1,-1
Filippo Terracciano,539.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.3,5.0,14.0,9.0,0.0,0.0,0.0,0.029999999999999995,0.02,0.04,0.029999999999999995,0.04,ITA,"DF,MF",Serie A,Milan,2,0
Finley Stevens,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAL,DF,Bundesliga,St. Pauli,2,0
Finn Dahmen,1710.0,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER,GK,Bundesliga,Augsburg,2,0
Finn Jeltsch,780.0,8.7,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.1,8.0,31.0,5.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,GER,DF,Bundesliga,Stuttgart,2,0
Finn Ole Becker,670.0,7.4,24.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,3.0,45.0,7.0,0.0,0.13,0.13,0.02,0.04,0.05,0.02,0.05,GER,MF,Bundesliga,Hoffenheim,2,0
Finn Porath,1970.0,21.9,27.0,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,1.9,1.8,2.0,3.8,42.0,58.0,69.0,0.09,0.14,0.23,0.09,0.09,0.18,0.08,0.18,GER,"DF,MF",Bundesliga,Holstein Kiel,0,0
Fisayo Dele-Bashiru,947.0,10.5,23.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.1,1.1,0.8,1.9,23.0,26.0,57.0,0.29,0.1,0.38,0.1,0.08,0.17999999999999997,0.1,0.17999999999999997,NGA,"MF,FW",Serie A,Lazio,2,0
Flavius Daniliuc,1004.0,11.2,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,8.0,38.0,8.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,AUT,DF,Serie A,Hellas Verona,2,0
Florent Hanin,2672.0,29.7,34.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,1.9000000000000001,2.8,48.0,99.0,108.0,0.03,0.07,0.09999999999999999,0.03,0.06,0.09999999999999999,0.03,0.09999999999999999,ALG,DF,Ligue 1,Angers,0,0
Florent Mollet,242.0,2.7,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.7,3.0,9.0,12.0,0.0,0.0,0.0,0.12,0.13,0.24,0.12,0.24,FRA,"MF,FW",Ligue 1,Nantes,2,0
Florent Muslija,168.0,1.9,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,5.0,7.0,14.0,0.0,0.0,0.0,0.14,0.16,0.3,0.14,0.3,KVX,"FW,MF",Bundesliga,Freiburg,2,0
Florian Ayé,575.0,6.4,27.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.9,1.9,0.1,2.0,5.0,7.0,30.0,0.31,0.0,0.31,0.3,0.02,0.32,0.3,0.32,FRA,FW,Ligue 1,Auxerre,2,0
Florian Grillitsch,612.1977124183006,6.801797385620914,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14910130718954248,0.14910130718954248,0.4544934640522875,0.5544934640522876,6.544934640522876,40.94607843137255,5.526960784313726,0.0,0.0,0.0,0.01491013071895425,0.06562908496732026,0.0805392156862745,0.01491013071895425,0.0805392156862745,AUT,MF,Bundesliga,Hoffenheim,2,0
Florian Lejeune,3325.0,36.9,33.0,2.0,3.0,5.0,2.0,0.0,0.0,8.0,0.0,3.6,3.6,1.9,5.4,21.0,143.0,5.0,0.05,0.08,0.14,0.1,0.05,0.15,0.1,0.15,FRA,DF,La Liga,Rayo Vallecano,0,0
Florian Micheler,32.0,0.4,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AUT,MF,Bundesliga,Hoffenheim,2,0
Florian Müller,753.0,8.4,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER,GK,Bundesliga,Freiburg,2,0
Florian Neuhaus,382.0,4.2,27.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.3,0.9,10.0,27.0,8.0,0.0,0.24,0.24,0.14,0.08,0.22000000000000003,0.14,0.22000000000000003,GER,MF,Bundesliga,Gladbach,2,0
Florian Sotoca,1794.0,19.9,33.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,4.6,4.6,1.5,6.1,44.0,105.0,170.0,0.05,0.05,0.1,0.23,0.07,0.31,0.23,0.31,FRA,"FW,MF",Ligue 1,Lens,3,0
Florian Tardieu,1252.0,13.899999999999999,32.0,2.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.6,0.6,1.3,1.8999999999999997,11.0,139.0,44.0,0.14,0.29,0.43,0.05,0.1,0.15,0.05,0.15,FRA,MF,Ligue 1,Saint-Étienne,0,0
Florian Thauvin,1956.0,21.7,31.0,8.0,3.0,11.0,7.0,1.0,3.0,0.0,0.0,8.1,5.7,3.8,9.5,92.0,90.0,148.0,0.37,0.14,0.51,0.37,0.18,0.55,0.26,0.44,FRA,"FW,MF",Serie A,Udinese,5,0
Florian Wirtz,2351.0,26.1,21.0,10.0,12.0,22.0,8.0,2.0,4.0,3.0,0.0,9.4,6.1,7.0,13.1,131.0,176.0,309.0,0.38,0.46,0.84,0.36,0.27,0.63,0.23,0.5,GER,"MF,FW",Bundesliga,Leverkusen,5,0
Florinel Coman,263.0,2.9,26.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,5.0,5.0,22.0,0.34,0.0,0.34,0.08,0.01,0.08,0.08,0.08,ROU,"FW,MF",Serie A,Cagliari,2,0
Flynn Downes,2151.0,23.9,25.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.6,0.6,1.1,1.7,29.0,66.0,29.0,0.04,0.0,0.04,0.03,0.05,0.07,0.03,0.07,ENG,MF,Premier League,Southampton,0,0
Fodé Ballo-Touré,589.0,6.5,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,15.0,13.0,14.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,SEN,"DF,MF",Ligue 1,Le Havre,2,0
Folarin Balogun,615.0,6.8,23.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.8,4.8,0.9,5.6,21.0,9.0,73.0,0.59,0.0,0.59,0.7,0.13,0.82,0.7,0.82,USA,FW,Ligue 1,Monaco,1,0
Fran,90.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP,GK,La Liga,Real Madrid,2,0
Fran Beltrán,2421.0,26.9,25.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,1.8,2.8,28.0,152.0,29.0,0.07,0.04,0.11,0.04,0.07,0.1,0.04,0.1,ESP,MF,La Liga,Celta Vigo,0,0
Fran Garcia,2171.0,24.1,24.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.8,2.7,78.0,119.0,177.0,0.0,0.08,0.08,0.04,0.08,0.11,0.04,0.11,ESP,DF,La Liga,Real Madrid,5,0
Fran Vieites,360.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,ESP,GK,La Liga,Betis,2,0
Francesco Acerbi,1710.0,19.0,36.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.0,19.0,62.0,22.0,0.0,0.05,0.05,0.02,0.03,0.05,0.02,0.05,ITA,DF,Serie A,Inter,2,0
Francesco Camarda,206.0,2.3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.1,2.0,1.0,16.0,0.0,0.0,0.0,0.25,0.23,0.48,0.25,0.48,ITA,"FW,MF",Serie A,Milan,2,0
Francesco Caputo,6.0,0.10000000000000002,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,FW,Serie A,Empoli,2,0
Francesco Zampano,1639.0,18.2,30.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,0.8,1.8000000000000003,42.0,41.0,85.0,0.05,0.11,0.16,0.05,0.04,0.1,0.05,0.1,ITA,DF,Serie A,Venezia,0,0
Francis Coquelin,224.0,2.5,33.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.1,2.1,3.0,8.0,2.0,0.4,0.4,0.8,0.42,0.44,0.86,0.42,0.86,FRA,MF,Ligue 1,Nantes,1,-1
Francisco Conceição,1340.0,14.9,21.0,3.0,3.0,6.0,3.0,0.0,0.0,5.0,1.0,2.3,2.3,4.3,6.6,95.0,35.0,143.0,0.2,0.2,0.4,0.16,0.29,0.45,0.16,0.45,POR,"FW,MF",Serie A,Juventus,5,0
Francisco Perez,570.0,6.3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,2.6,2.9,24.0,13.0,71.0,0.0,0.0,0.0,0.05,0.4,0.45,0.05,0.45,ESP,"FW,MF",La Liga,Valencia,2,0
Franck Honorat,1439.0,16.0,27.0,4.0,7.0,11.0,4.0,0.0,0.0,0.0,0.0,4.5,4.5,5.3,9.8,63.0,45.0,124.0,0.25,0.44,0.69,0.28,0.33,0.61,0.28,0.61,FRA,FW,Bundesliga,Gladbach,5,0
Franco Carboni,226.0,2.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,2.0,6.0,11.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.04,ITA,DF,Serie A,Venezia,2,0
Franco Cervi,273.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,3.0,14.0,21.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,ARG,"FW,MF",La Liga,Celta Vigo,2,0
Frank Feller,121.0,1.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER,GK,Bundesliga,Heidenheim,2,0
Frank Magri,1516.0,16.8,24.0,5.0,1.0,6.0,5.0,0.0,0.0,5.0,1.0,6.0,6.0,1.5,7.5,17.0,25.0,80.0,0.3,0.06,0.36,0.36,0.09,0.45,0.36,0.45,CMR,"FW,MF",Ligue 1,Toulouse,3,0
Frank Onyeka,2561.4787437763307,28.428073535044042,26.0,0.0,0.9904251244733818,0.9904251244733818,0.0,0.0,0.0,7.923400995787055,0.0,1.3865951742627345,1.3865951742627345,1.2875526618153965,2.6741478360781312,45.55955572577557,104.99463806970509,70.32018383761012,0.0,0.029712753734201455,0.029712753734201455,0.0495212562236691,0.03961700497893527,0.08913826120260436,0.0495212562236691,0.08913826120260436,NGA,MF,Bundesliga,Augsburg,0,0
Frans Krätzig,1165.9269442262373,12.932521602513745,21.0,0.9560094265514533,1.9120188531029065,2.86802827965436,0.9560094265514533,0.0,0.0,0.9560094265514533,0.0,0.5736056559308719,0.5736056559308719,1.7208169677926157,2.390023566378633,23.900235663786333,35.46032992930086,54.58051846032993,0.06692065985860174,0.14340141398271797,0.21032207384131973,0.04780047132757267,0.12428122545168893,0.17208169677926158,0.04780047132757267,0.17208169677926158,GER,"DF,MF",Bundesliga,Stuttgart,2,0
Fraser Forster,630.0,7.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENG,GK,Premier League,Tottenham,2,0
Frederic Guilbert,2435.0,27.1,29.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.3,0.3,1.8,2.1,48.0,88.0,45.0,0.0,0.04,0.04,0.01,0.07,0.08,0.01,0.08,FRA,DF,Serie A,Lecce,3,1
Frederik Rønnow,2520.0,28.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,GK,Bundesliga,Union Berlin,2,0
Fredrik Jensen,763.0,8.5,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.7000000000000001,0.7000000000000001,1.4000000000000001,16.0,20.0,58.0,0.0,0.0,0.0,0.08,0.08,0.16,0.08,0.16,FIN,MF,Bundesliga,Augsburg,2,0
Fredrik Oppegard,273.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,5.0,7.0,11.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,NOR,DF,Ligue 1,Auxerre,2,0
Frenkie de Jong,1143.0,12.7,27.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.7,0.7,2.0,2.6,36.0,120.0,24.0,0.16,0.16,0.31,0.05,0.16,0.21,0.05,0.21,NED,MF,La Liga,Barcelona,0,0
Fábio Silva,1866.0,20.7,22.0,10.0,3.0,13.0,8.0,2.0,3.0,7.0,0.0,8.8,6.4,2.0,8.4,30.0,26.0,119.0,0.48,0.14,0.63,0.42000000000000004,0.1,0.52,0.31,0.41,POR,FW,La Liga,Las Palmas,1,0
Félix Lemaréchal,1779.0,19.8,20.0,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,3.5,3.5,2.9,6.4,35.0,58.0,90.0,0.2,0.15,0.35,0.18,0.15,0.32,0.18,0.32,FRA,"MF,FW",Ligue 1,Strasbourg,0,0
Gabin Capuano,11.0,0.1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA,FW,Ligue 1,Lens,2,0
Gabriel Bares,56.0,0.6,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SUI,"MF,DF",Ligue 1,Montpellier,2,0
Gabriel Charpentier,271.0,3.0,25.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.9,2.3,6.0,7.0,16.0,0.33,0.66,1.0,0.44,0.31,0.75,0.44,0.75,CGO,FW,Serie A,Parma,1,0
Gabriel Gudmundsson,1785.0,19.8,25.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.7,0.7,1.4,2.1,71.0,91.0,115.0,0.1,0.0,0.1,0.04,0.07,0.11,0.04,0.11,SWE,DF,Ligue 1,Lille,0,0
Gabriel Jesus,608.0,6.8,27.0,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,3.0,3.0,0.7,3.6999999999999997,15.0,19.0,57.0,0.43999999999999995,0.0,0.43999999999999995,0.43999999999999995,0.1,0.54,0.43999999999999995,0.54,BRA,FW,Premier League,Arsenal,1,0
Gabriel Magalhães,2363.0,26.3,26.0,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,2.6,2.6,0.9000000000000001,3.5,10.0,126.0,11.0,0.11,0.04,0.15,0.1,0.03,0.13,0.1,0.13,BRA,DF,Premier League,Arsenal,0,0
Gabriel Martinelli,2290.0,25.4,23.0,8.0,4.0,12.0,8.0,0.0,0.0,1.0,0.0,7.4,7.4,5.0,12.4,124.0,52.0,289.0,0.31,0.16,0.47,0.29,0.19,0.48999999999999994,0.29,0.48999999999999994,BRA,"FW,MF",Premier League,Arsenal,5,0
Gabriel Moscardo,84.0,0.9000000000000001,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,3.0,3.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,BRA,"MF,DF",Ligue 1,Reims,2,0
Gabriel Osei Misehouy,257.0,2.9,19.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.3,1.2,5.0,15.0,22.0,0.35,0.0,0.35,0.31,0.09,0.41,0.31,0.41,NED,"FW,MF",La Liga,Girona,1,0
Gabriel Osho,1654.0,18.4,25.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1,1.1,12.0,43.0,2.0,0.05,0.0,0.05,0.05,0.01,0.06,0.05,0.06,NGA,DF,Ligue 1,Auxerre,3,0
Gabriel Strefezza,2619.0,29.100000000000005,27.0,6.0,4.0,10.0,6.0,0.0,0.0,5.0,0.0,3.7000000000000006,3.7000000000000006,3.9000000000000004,7.599999999999999,80.0,106.0,190.0,0.21,0.14,0.34,0.13,0.13,0.26,0.13,0.26,BRA,"FW,MF",Serie A,Como,5,0
Gabriel Suazo,2163.0,24.0,26.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,3.8,4.7,42.0,109.0,118.0,0.0,0.25,0.25,0.03,0.16,0.19,0.03,0.19,CHI,DF,Ligue 1,Toulouse,0,0
Gabriel Vidovic,21.142857142857142,0.2571428571428571,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2.857142857142857,0.0,0.0,0.0,0.5185714285714286,0.0,0.5185714285714286,0.5185714285714286,0.5185714285714286,CRO,MF,Bundesliga,Mainz 05,2,0
Gabriele Zappa,3060.0,34.0,24.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.9,0.9,3.6,4.5,57.0,146.0,82.0,0.06,0.0,0.06,0.03,0.11,0.13,0.03,0.13,ITA,DF,Serie A,Cagliari,0,0
Gaby Jean,1388.0,15.4,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,8.0,42.0,3.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,FRA,DF,Serie A,Lecce,2,0
Gaetano Castrovilli,506.8817204301075,5.605376344086021,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26021505376344084,0.26021505376344084,0.4596774193548387,0.7198924731182796,9.005376344086022,21.21505376344086,23.623655913978496,0.0,0.0,0.0,0.05,0.13559139784946236,0.18559139784946235,0.05,0.18559139784946235,ITA,MF,Serie A,Lazio,2,0
Gaetano Oristanio,2315.0,25.7,21.0,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,4.1,4.1,2.6,6.8,72.0,64.0,131.0,0.12000000000000001,0.12000000000000001,0.23,0.16,0.1,0.26,0.16,0.26,ITA,"FW,MF",Serie A,Venezia,5,0
Gastón Pereiro,31.0,0.3,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,URU,MF,Serie A,Genoa,2,0
Gauthier Gallon,45.0,0.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA,GK,Ligue 1,Rennes,2,0
Gautier Larsonneur,3060.0,34.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA,GK,Ligue 1,Saint-Étienne,2,0
Gautier Lloris,2768.0,30.800000000000004,29.0,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.2,1.2,0.9000000000000001,2.0,13.0,99.0,7.0,0.07,0.029999999999999995,0.1,0.04,0.029999999999999995,0.07,0.04,0.07,FRA,DF,Ligue 1,Le Havre,0,0
Gavi,1085.0,12.1,19.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,1.6,2.4,13.0,77.0,42.0,0.08,0.08,0.17,0.07,0.13,0.2,0.07,0.2,ESP,"MF,FW",La Liga,Barcelona,0,0
Gaëtan Laborde,1829.0,20.3,30.0,11.0,4.0,15.0,7.0,4.0,4.0,1.0,0.0,11.7,8.6,3.5,12.0,30.0,40.0,131.0,0.54,0.2,0.74,0.58,0.17,0.75,0.42,0.59,FRA,FW,Ligue 1,Nice,1,0
Gaëtan Perrin,2691.0,29.9,28.0,10.0,11.0,21.0,10.0,0.0,0.0,2.0,0.0,6.1,6.1,7.8,13.9,83.0,142.0,125.0,0.33,0.37,0.7,0.2,0.26,0.47,0.2,0.47,FRA,"MF,FW",Ligue 1,Auxerre,5,0
Geoffrey Kondogbia,2020.0,22.4,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.2,0.7,20.0,105.0,11.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,CTA,"DF,MF",Ligue 1,Marseille,0,0
George Edmundson,2.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENG,DF,Premier League,Ipswich Town,2,0
George Hirst,661.0,7.300000000000001,25.0,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,2.1,2.1,0.3,2.5,9.0,13.0,31.0,0.41,0.14,0.54,0.29,0.05000000000000001,0.34,0.29,0.34,SCO,FW,Premier League,Ipswich Town,1,0
George Ilenikhena,717.0,8.0,17.0,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,5.1,5.1,1.4,6.5,8.0,10.0,58.0,0.37999999999999995,0.25,0.63,0.64,0.18,0.8099999999999999,0.64,0.8099999999999999,NGA,FW,Ligue 1,Monaco,1,0
Georges Mikautadze,1449.0,16.1,23.0,11.0,6.0,17.0,8.0,3.0,4.0,2.0,0.0,10.3,7.0,4.3,11.400000000000002,37.0,54.0,140.0,0.68,0.37,1.06,0.64,0.27,0.9100000000000001,0.44000000000000006,0.71,GEO,FW,Ligue 1,Lyon,1,0
Georginio Rutter,1656.0,18.4,22.0,5.0,3.0,8.0,5.0,0.0,0.0,2.0,0.0,4.6,4.6,2.5,7.099999999999999,42.0,67.0,79.0,0.27,0.15999999999999998,0.43000000000000005,0.25,0.14,0.39,0.25,0.39,FRA,"MF,FW",Premier League,Brighton,1,0
Gerard Gumbau,849.0,9.4,29.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.1,1.1,1.3,2.4,2.0,41.0,21.0,0.0,0.11,0.11,0.11,0.14,0.26,0.11,0.26,ESP,MF,La Liga,Rayo Vallecano,0,0
Gerard Martín,1038.0,11.5,22.0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,1.1,1.6,10.0,40.0,122.0,0.09,0.26,0.35,0.04,0.1,0.14,0.04,0.14,ESP,DF,La Liga,Barcelona,0,0
