Player,Min,90s,Age,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_per90,Ast_per90,G+A_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Nation,Pos,Comp,Squad,Cluster_KMeans,DBSCAN_Label
Keven Schlotterbeck,1297.0,14.399999999999999,27.0,3.0,1.0,4.0,3.0,0.0,0.0,4.0,1.0,0.8000000000000002,0.8000000000000002,0.6,1.4,3.0,59.0,2.0,0.21,0.07,0.28,0.05000000000000001,0.04,0.10000000000000002,0.05000000000000001,0.10000000000000002,GER,DF,Bundesliga,Augsburg,3,0
Kevin Akpoguma,2220.0,24.7,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.3,0.4,14.0,98.0,16.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,NGA,DF,Bundesliga,Hoffenheim,0,0
Kevin Behrens,170.0,1.9,33.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.3,2.3,0.1,2.4,2.0,4.0,18.0,0.53,0.0,0.53,1.24,0.06,1.3,1.24,1.3,GER,FW,Bundesliga,Wolfsburg,1,-1
Kevin Bonifazi,65.0,0.7,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,DF,Serie A,Lecce,2,0
Kevin Danso,975.735691987513,10.860978147762747,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6857440166493236,0.0,0.4561914672216441,0.4561914672216441,0.6057232049947971,1.0619146722164412,9.876170655567117,37.54318418314256,1.0,0.0,0.0,0.0,0.04,0.054953173777315296,0.0949531737773153,0.04,0.0949531737773153,AUT,DF,Ligue 1,Lens,2,0
Kevin De Bruyne,1702.0,18.9,33.0,4.0,7.0,11.0,4.0,0.0,0.0,2.0,0.0,5.1,5.1,8.0,13.1,51.0,157.0,150.0,0.20999999999999996,0.37,0.58,0.27,0.41999999999999993,0.69,0.27,0.69,BEL,"MF,FW",Premier League,Manchester City,5,0
Kevin Kampl,1593.0,17.7,33.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,1.4,2.2,21.0,106.0,32.0,0.06,0.0,0.06,0.05,0.08,0.13,0.05,0.13,SVN,MF,Bundesliga,RB Leipzig,0,0
Kevin Martins,183.0,2.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,3.0,6.0,10.0,0.0,0.49,0.49,0.0,0.19000000000000003,0.19000000000000003,0.0,0.19000000000000003,ITA,"MF,DF",Serie A,Monza,2,0
Kevin Müller,2939.0,32.7,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER,GK,Bundesliga,Heidenheim,2,0
Kevin Paredes,123.0,1.4,21.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.4,1.0,7.0,12.0,0.0,0.73,0.73,0.27,0.05,0.32,0.27,0.32,USA,DF,Bundesliga,Wolfsburg,1,0
Kevin Schade,2293.0,25.5,22.0,11.0,2.0,13.0,11.0,0.0,0.0,3.0,0.0,8.2,8.2,3.7,11.9,61.0,38.0,165.0,0.43,0.08,0.51,0.32,0.14,0.47000000000000003,0.32,0.47000000000000003,GER,FW,Premier League,Brentford,5,0
Kevin Stöger,1551.0,17.2,30.0,3.0,3.0,6.0,1.0,2.0,2.0,3.0,0.0,3.9,2.3,5.3,7.599999999999999,40.0,121.0,95.0,0.17,0.17,0.3499999999999999,0.22000000000000003,0.31,0.53,0.13,0.44000000000000006,AUT,MF,Bundesliga,Gladbach,5,0
Kevin Trapp,2295.0,25.5,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER,GK,Bundesliga,Eint Frankfurt,2,0
Kevin Vogt,1367.0,15.2,32.0,1.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.8,0.0,0.0,0.0,11.0,70.0,2.0,0.07,0.0,0.07,0.05,0.0,0.05,0.0,0.0,GER,DF,Bundesliga,Union Berlin,0,0
Kevin Volland,61.0,0.7,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,GER,"FW,MF",Bundesliga,Union Berlin,2,0
Kevin Zeroli,383.7076167076167,4.273218673218674,19.0,0.0,0.9705159705159705,0.9705159705159705,0.0,0.0,0.0,0.0,0.0,0.7764127764127764,0.7764127764127764,0.48525798525798525,1.1646191646191646,1.9705159705159705,4.9115479115479115,7.8525798525798525,0.0,0.22321867321867325,0.22321867321867325,0.164987714987715,0.10675675675675676,0.27174447174447175,0.164987714987715,0.27174447174447175,ITA,MF,Serie A,Milan,2,0
Keyliane Abdallah,3.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA,FW,Ligue 1,Marseille,2,0
Khalil Fayad,1028.0,11.4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.3,1.3,0.3,1.5,25.0,50.0,42.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13,FRA,"MF,FW",Ligue 1,Montpellier,0,0
Khvicha Kvaratskhelia,1063.3906399235912,11.83142311365807,23.0,4.562559694364852,3.0,7.562559694364852,4.0,0.562559694364852,0.562559694364852,0.562559694364852,0.0,3.750047755491881,3.3562559694364853,4.224928366762177,7.524928366762177,63.50143266475645,50.875835721107926,107.37249283667622,0.38437440305635145,0.25624641833810885,0.6449952244508118,0.31999999999999995,0.3674880611270296,0.6874880611270295,0.28624641833810893,0.6537344794651385,GEO,"FW,MF",Ligue 1,Paris S-G,1,0
Khéphren Thuram,2326.0,25.8,23.0,4.0,5.0,9.0,4.0,0.0,0.0,5.0,0.0,3.5,3.5,3.6,7.1,74.0,123.0,52.0,0.15,0.19,0.35,0.13,0.14,0.28,0.13,0.28,FRA,MF,Serie A,Juventus,0,0
Ki-Jana Hoever,2124.0,23.6,22.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.5,0.5,2.7,3.2,59.0,79.0,128.0,0.04,0.08,0.13,0.02,0.11,0.13,0.02,0.13,NED,DF,Ligue 1,Auxerre,3,0
Kialonda,2144.0,23.8,26.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,0.4,1.6,4.0,34.0,5.0,0.0,0.04,0.04,0.05,0.02,0.07,0.05,0.07,ANG,DF,Serie A,Lecce,2,0
Kieran Tierney,259.0,2.9,27.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,1.4,1.7,8.0,15.0,29.0,0.35,0.0,0.35,0.12,0.48,0.6,0.12,0.6,SCO,"DF,FW",Premier League,Arsenal,1,0
Kieran Trippier,1309.0,14.5,33.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.4,1.5,26.0,117.0,58.0,0.0,0.21,0.21,0.01,0.1,0.1,0.01,0.1,ENG,DF,Premier League,Newcastle Utd,0,0
Kiernan Dewsbury-Hall,264.0,2.9,25.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.1,1.3,5.0,14.0,11.0,0.0,0.34,0.34,0.08,0.36,0.44,0.08,0.44,ENG,"MF,FW",Premier League,Chelsea,2,0
Kike Barja,315.0,3.5,27.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.2,1.4,22.0,4.0,39.0,0.0,0.29,0.29,0.05,0.34,0.39,0.05,0.39,ESP,"FW,MF",La Liga,Osasuna,0,0
Kike Pérez,1153.7861171366594,12.813362255965293,27.0,1.5167028199566162,0.0,1.5167028199566162,1.5167028199566162,0.0,0.0,5.033405639913232,0.0,1.5200433839479393,1.5200433839479393,1.0966594360086768,2.616702819956616,18.516702819956617,63.616919739696314,29.449891540130153,0.11616919739696312,0.0,0.11616919739696312,0.11650325379609545,0.08966594360086769,0.20616919739696313,0.11650325379609545,0.20616919739696313,ESP,MF,La Liga,Valladolid,0,0
Kike Salas,2238.0,24.9,22.0,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,1.9,1.9,0.6,2.5,7.0,59.0,18.0,0.12,0.08,0.2,0.08,0.02,0.1,0.08,0.1,ESP,DF,La Liga,Sevilla,0,0
Kiko Femenía,2227.0,24.7,33.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.4,0.4,1.3,1.7,52.0,112.0,44.0,0.0,0.04,0.04,0.01,0.05,0.07,0.01,0.07,ESP,DF,La Liga,Villarreal,0,0
Kiké,2542.0,28.2,34.0,13.0,0.0,13.0,10.0,3.0,3.0,5.0,1.0,9.6,7.2,0.9,8.2,25.0,50.0,158.0,0.4600000000000001,0.0,0.4600000000000001,0.34,0.029999999999999995,0.37,0.26,0.29,ESP,FW,La Liga,Alavés,3,0
Kilian Fischer,2297.0,25.5,23.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.3,0.3,0.5,0.8,51.0,110.0,89.0,0.04,0.0,0.04,0.01,0.02,0.03,0.01,0.03,GER,DF,Bundesliga,Wolfsburg,0,0
Kiliann Sildillia,801.0,8.9,22.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.5,0.5,0.7,1.1,11.0,29.0,34.0,0.22,0.0,0.22,0.05,0.07,0.13,0.05,0.13,FRA,DF,Bundesliga,Freiburg,2,0
Kim Jisoo,30.0,0.3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KOR,DF,Premier League,Brentford,2,0
Kim Min-jae,2283.0,25.4,27.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.6,1.6,0.3,1.9,16.0,181.0,5.0,0.08,0.0,0.08,0.06,0.01,0.08,0.06,0.08,KOR,DF,Bundesliga,Bayern Munich,0,0
Kim Minsu,22.0,0.2,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KOR,"MF,FW",La Liga,Girona,2,0
Kingsley Coman,1282.0,14.199999999999998,28.0,5.0,4.0,9.0,5.0,0.0,0.0,0.0,0.0,4.3,4.3,3.2999999999999994,7.599999999999999,66.0,45.0,215.0,0.35,0.28,0.63,0.3,0.23,0.53,0.3,0.53,FRA,FW,Bundesliga,Bayern Munich,5,0
Kingsley Ehizibue,2498.0,27.800000000000004,29.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.2,1.2,2.2,3.5,54.0,55.0,116.0,0.0,0.04,0.04,0.04,0.08,0.12,0.04,0.12,NED,DF,Serie A,Udinese,0,0
Kingstone Mutandwa,127.0,1.4,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,0.0,7.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,ZAM,"FW,MF",Serie A,Cagliari,2,0
Kirian Rodríguez,1758.0,19.5,28.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.6,1.6,1.5,3.0,25.0,128.0,39.0,0.0,0.15,0.15,0.08,0.07,0.16,0.08,0.16,ESP,MF,La Liga,Las Palmas,0,0
Kjell-Arik Wätjen,16.0,0.2,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER,MF,Bundesliga,Dortmund,2,0
Kjetil Haug,498.0,5.5,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOR,GK,Ligue 1,Toulouse,2,0
Ko Itakura,2790.0,31.0,27.0,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,1.6,1.6,0.8,2.5,23.0,69.0,5.0,0.1,0.0,0.1,0.05,0.030000000000000002,0.08,0.05,0.08,JPN,DF,Bundesliga,Gladbach,0,0
Kobbie Mainoo,1651.0,18.3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.6999999999999998,0.6999999999999998,1.6000000000000003,2.3,22.0,65.0,47.0,0.0,0.0,0.0,0.04,0.09,0.12000000000000001,0.04,0.12000000000000001,ENG,MF,Premier League,Manchester Utd,0,0
Koji Miyoshi,464.0,5.2,27.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.1,1.1,0.8,1.9,11.0,15.0,23.0,0.19,0.0,0.19,0.21,0.15,0.36,0.21,0.36,JPN,"FW,MF",Bundesliga,Bochum,3,0
Koka,851.0,9.5,31.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0,4.9,4.2,0.6,4.8,0.0,12.0,20.0,0.32,0.11,0.41999999999999993,0.52,0.07,0.59,0.44,0.51,EGY,FW,Ligue 1,Le Havre,1,0
Koke,1926.0,21.4,32.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,1.4,2.5,22.0,132.0,18.0,0.05,0.05,0.09,0.05,0.07,0.12,0.05,0.12,ESP,MF,La Liga,Atlético Madrid,0,0
Konan N'dri,306.0,3.3999999999999995,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,16.0,2.0,22.0,0.0,0.0,0.0,0.15,0.06,0.20999999999999996,0.15,0.20999999999999996,CIV,"FW,MF",Serie A,Lecce,2,0
Koni De Winter,2135.0,23.7,22.0,3.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,2.1,2.1,0.2,2.3,10.0,56.0,10.0,0.13,0.0,0.13,0.09,0.01,0.1,0.09,0.1,BEL,DF,Serie A,Genoa,0,0
Konrad Laimer,1699.0,18.9,27.0,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,2.1,2.1,2.7,4.8,87.0,141.0,113.0,0.11000000000000001,0.11000000000000001,0.21,0.11000000000000001,0.14,0.25,0.11000000000000001,0.25,AUT,DF,Bundesliga,Bayern Munich,5,0
Konstantinos Koulierakis,2468.0,27.4,20.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,1.9,20.0,104.0,8.0,0.0,0.07,0.07,0.029999999999999995,0.04,0.07,0.029999999999999995,0.07,GRE,DF,Bundesliga,Wolfsburg,0,0
Konstantinos Mavropanos,2045.0,22.7,26.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.5,1.5,0.5,2.0,17.0,61.0,2.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,GRE,DF,Premier League,West Ham,3,0
Kosta Nedeljković,405.4826446280992,4.487768595041322,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7917355371900826,0.0,0.3958677685950413,0.3958677685950413,0.23752066115702478,0.5542148760330577,8.125619834710744,13.917355371900827,21.37685950413223,0.0,0.0,0.0,0.07125619834710743,0.03958677685950414,0.11084297520661157,0.07125619834710743,0.11084297520661157,SRB,DF,Bundesliga,RB Leipzig,2,0
Kostas Tsimikas,837.0,9.3,28.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,2.1,2.5,17.0,76.0,43.0,0.0,0.11000000000000001,0.11000000000000001,0.04000000000000001,0.23,0.27,0.04000000000000001,0.27,GRE,DF,Premier League,Liverpool,0,0
Kristijan Jakić,2306.0,25.6,27.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,1.2,2.0,24.0,106.0,49.0,0.0,0.04,0.04,0.029999999999999995,0.05,0.08,0.029999999999999995,0.08,CRO,MF,Bundesliga,Augsburg,0,0
Kristjan Asllani,988.0,11.0,22.0,2.0,2.0,4.0,0.0,2.0,2.0,4.0,0.0,2.5,0.9,1.9,2.8,7.0,55.0,20.0,0.18,0.18,0.36,0.22,0.17,0.39,0.08,0.25,ALB,MF,Serie A,Inter,0,0
Kristoffer Ajer,1438.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.2,2.2,27.0,56.0,44.0,0.0,0.0,0.0,0.06,0.08,0.14,0.06,0.14,NOR,DF,Premier League,Brentford,0,0
Krépin Diatta,508.0,5.6,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.8,1.0,17.0,21.0,41.0,0.0,0.0,0.0,0.03,0.14,0.17,0.03,0.17,SEN,"DF,FW",Ligue 1,Monaco,2,0
Kyle Walker,844.1872314303254,9.384100675260896,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.190914671577655,0.0,0.05954573357888275,0.05954573357888275,0.6022713321055863,0.761817065684469,11.595457335788828,51.05463474524248,14.23634131368938,0.0,0.0,0.0,0.01,0.07640883977900552,0.08236341313689381,0.01,0.08236341313689381,ENG,DF,Serie A,Milan,2,0
Kyle Walker-Peters,2918.0,32.4,27.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,2.8,3.6000000000000005,114.0,139.0,144.0,0.0,0.06,0.06,0.03,0.09,0.11,0.03,0.11,ENG,DF,Premier League,Southampton,5,0
Kylian Mbappé,2907.0,32.3,25.0,31.0,3.0,34.0,24.0,7.0,9.0,3.0,1.0,25.900000000000002,18.6,7.7,26.3,150.0,140.0,386.0,0.96,0.09,1.05,0.7999999999999999,0.24,1.04,0.58,0.81,FRA,FW,La Liga,Real Madrid,5,-1
Kyllian Antonio,139.0,1.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,FRA,"DF,MF",Ligue 1,Lens,2,0
Kyogo Furuhashi,123.0,1.4,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,JPN,FW,Ligue 1,Rennes,2,0
Kévin Danois,1460.0,16.2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,1.5,2.2,3.7,19.0,95.0,50.0,0.0,0.0,0.0,0.09000000000000001,0.13,0.23,0.09000000000000001,0.23,FRA,MF,Ligue 1,Auxerre,2,0
Kévin Pedro,10.0,0.1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA,DF,Ligue 1,Saint-Étienne,2,0
Ladislav Krejčí,2440.0,27.1,25.0,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,1.7,1.7,0.3,2.0,29.0,144.0,6.0,0.07,0.0,0.07,0.060000000000000005,0.01,0.07,0.060000000000000005,0.07,CZE,DF,La Liga,Girona,0,0
Lamare Bogarde,476.0,5.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.2,12.0,14.0,9.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,NED,"DF,MF",Premier League,Aston Villa,2,0
Lameck Banda,610.0,6.8,23.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,1.1,2.3,27.0,7.0,46.0,0.0,0.15,0.15,0.18,0.16,0.34,0.18,0.34,ZAM,"FW,MF",Serie A,Lecce,2,0
Lamine Camara,2054.0,22.8,20.0,2.0,7.0,9.0,2.0,0.0,0.0,10.0,1.0,2.3,2.3,4.4,6.7,25.0,141.0,46.0,0.09,0.31,0.39,0.1,0.19,0.29,0.1,0.29,SEN,MF,Ligue 1,Monaco,3,0
Lamine Fomba,217.0,2.4,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,5.0,18.0,5.0,0.0,0.0,0.0,0.01,0.12,0.13,0.01,0.13,FRA,MF,Ligue 1,Saint-Étienne,2,0
Lamine Yamal,2856.0,31.7,17.0,9.0,13.0,22.0,9.0,0.0,0.0,3.0,0.0,9.8,9.8,13.9,23.8,181.0,160.0,433.0,0.28,0.41000000000000003,0.69,0.31,0.44000000000000006,0.75,0.31,0.75,ESP,FW,La Liga,Barcelona,5,-1
Lanroy Machine,8.0,0.1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.62,0.0,0.62,0.62,0.62,FRA,FW,Ligue 1,Angers,2,0
Lars Ritzka,922.0,10.2,26.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,8.0,21.0,34.0,0.1,0.0,0.1,0.04,0.02,0.06,0.04,0.06,GER,"DF,MF",Bundesliga,St. Pauli,2,0
Lassana Coulibaly,2667.0,29.599999999999998,28.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.7999999999999999,0.7999999999999999,0.9,1.7,21.0,93.0,49.0,0.029999999999999995,0.0,0.029999999999999995,0.029999999999999995,0.029999999999999995,0.05999999999999999,0.029999999999999995,0.05999999999999999,MLI,MF,Serie A,Lecce,0,0
Lasse Rieß,180.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER,GK,Bundesliga,Mainz 05,2,0
Lasse Rosenboom,1734.0,19.300000000000004,22.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,1.9,1.9,1.1,3.0,19.0,34.0,50.0,0.1,0.1,0.21,0.1,0.06,0.16,0.1,0.16,GER,DF,Bundesliga,Holstein Kiel,0,0
Lassine Sinayoko,2299.0,25.5,24.0,5.0,8.0,13.0,4.0,1.0,1.0,5.0,0.0,6.5,5.7,5.5,11.3,53.0,62.0,193.0,0.2,0.31,0.51,0.25,0.22,0.47,0.22,0.44,MLI,"FW,MF",Ligue 1,Auxerre,5,0
Lasso Coulibaly,45.0,0.5,21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,0.0,0.0,4.0,2.0,0.0,2.0,0.56,0.13,0.69,0.56,0.69,CIV,"FW,MF",Ligue 1,Auxerre,1,-1
Lautaro Gianetti,878.0,9.800000000000002,30.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.10000000000000002,0.0,0.10000000000000002,0.10000000000000002,0.0,19.0,3.0,0.10000000000000002,0.0,0.10000000000000002,0.009999999999999998,0.009999999999999998,0.019999999999999997,0.0,0.009999999999999998,ARG,DF,Serie A,Udinese,2,0
Lautaro Martínez,2564.0,28.5,26.0,12.0,3.0,15.0,12.0,0.0,0.0,1.0,0.0,13.5,13.5,4.3,17.8,34.0,68.0,197.0,0.41999999999999993,0.11000000000000001,0.53,0.47,0.15,0.62,0.47,0.62,ARG,FW,Serie A,Inter,1,0
Lautaro Valenti,1556.0,17.3,25.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.4000000000000001,3.0,28.0,3.0,0.06,0.0,0.06,0.01,0.01,0.02,0.01,0.02,ARG,DF,Serie A,Parma,3,0
Lazar Samardzic,1169.0,13.0,22.0,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,2.9,4.9,54.0,92.0,99.0,0.15,0.08,0.23,0.15,0.22,0.37,0.15,0.37,SRB,MF,Serie A,Atalanta,0,0
Leandro Antonetti,28.0,0.3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,1.0,0.0,3.0,0.0,0.0,0.0,0.45,0.09,0.54,0.45,0.54,PUR,FW,La Liga,Sevilla,2,0
Leandro Cabrera,2869.0,31.9,33.0,4.0,2.0,6.0,4.0,0.0,0.0,4.0,1.0,1.1,1.1,0.9,2.1,9.0,69.0,6.0,0.13,0.06,0.19,0.03,0.03,0.06,0.03,0.06,URU,DF,La Liga,Espanyol,3,0
Leandro Chichizola,90.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARG,GK,Serie A,Parma,2,0
Leandro Paredes,1373.0,15.3,30.0,3.0,1.0,4.0,1.0,2.0,2.0,4.0,0.0,2.3,0.7,1.5,2.2,17.0,106.0,14.0,0.2,0.07,0.26,0.15,0.1,0.25,0.05,0.15,ARG,MF,Serie A,Roma,0,0
Leandro Trossard,2546.0,28.3,29.0,8.0,7.0,15.0,8.0,0.0,0.0,4.0,1.0,7.2,7.2,6.1,13.3,80.0,101.0,226.0,0.28,0.25,0.53,0.25,0.22,0.47,0.25,0.47,BEL,FW,Premier League,Arsenal,5,0
Lee Jae-sung,2650.0,29.4,31.0,7.0,6.0,13.0,7.0,0.0,0.0,4.0,0.0,5.3,5.3,5.0,10.3,28.0,105.0,165.0,0.24,0.2,0.44,0.18,0.17,0.35,0.18,0.35,KOR,MF,Bundesliga,Mainz 05,5,0
Lee Kang-in,1663.0,18.5,23.0,6.0,6.0,12.0,6.0,0.0,0.0,1.0,0.0,3.5,3.5,5.6,9.1,50.0,143.0,139.0,0.32,0.32,0.65,0.19000000000000003,0.3,0.5,0.19000000000000003,0.5,KOR,"FW,MF",Ligue 1,Paris S-G,5,0
Leif Davis,2743.0,30.5,24.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,1.0,1.0,4.9,5.8,52.0,59.0,137.0,0.029999999999999995,0.07,0.1,0.029999999999999995,0.16,0.18999999999999997,0.029999999999999995,0.18999999999999997,ENG,DF,Premier League,Ipswich Town,3,0
Lennard Maloney,735.7201017811705,8.13206106870229,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2900763358778626,0.2900763358778626,0.0,0.38676844783715014,1.0,13.536895674300254,0.0,0.0,0.0,0.0,0.03867684478371502,0.0,0.03867684478371502,0.03867684478371502,0.03867684478371502,USA,MF,Bundesliga,Mainz 05,2,0
Leny Yoro,1165.0,12.9,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.1,0.8,19.0,52.0,4.0,0.0,0.0,0.0,0.05,0.01,0.05999999999999999,0.05,0.05999999999999999,FRA,DF,Premier League,Manchester Utd,2,0
Leo Román,630.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP,GK,La Liga,Mallorca,2,0
